"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.921460017E0,2.766197920E-1,9.744589329E-1,1.163286209E0
1.926490903E0,3.155083656E-1,9.877090454E-1,1.011940956E0
1.931521788E0,3.040257692E-1,1.051757097E0,8.138675690E-1
1.936552674E0,2.903242707E-1,1.129422188E0,6.212434769E-1
1.941583559E0,2.794659734E-1,1.221866608E0,4.001054764E-1
1.946614444E0,2.904512882E-1,1.311197042E0,1.547851562E-1
1.951645330E0,2.941632867E-1,1.398573399E0,-8.169078827E-2
1.956676215E0,3.042409420E-1,1.470654011E0,-2.142019272E-1
1.961707101E0,2.959466577E-1,1.494651318E0,-1.763610840E-1
1.966737986E0,2.876258492E-1,1.465825081E0,-2.583885193E-2
1.971768872E0,2.881518006E-1,1.374520302E0,1.894550323E-1
1.976799757E0,3.352224827E-1,1.296697855E0,4.600973129E-1
1.981830642E0,4.809921980E-1,1.231496572E0,8.818445206E-1
1.986861528E0,6.678960323E-1,1.129980564E0,1.364052773E0
1.991892413E0,7.955228090E-1,9.766993523E-1,1.854555130E0
1.996923299E0,8.928858042E-1,7.272877693E-1,2.296648026E0
2.001954184E0,9.073261023E-1,4.810628891E-1,2.643249512E0
2.006985069E0,7.436926365E-1,2.468230724E-1,2.875806808E0
2.012015955E0,4.075473547E-1,1.103918552E-1,2.937317848E0
2.017046840E0,4.312837124E-2,1.150364876E-1,2.918694496E0
2.022077726E0,-3.107743859E-1,1.653037071E-1,2.791243553E0
2.027108611E0,-5.292500257E-1,1.804285049E-1,2.516704559E0
2.032139497E0,-5.498650074E-1,1.803624630E-1,2.099807739E0
2.037170382E0,-3.775314689E-1,1.946461201E-1,1.659900665E0
2.042201267E0,-4.122006893E-2,2.243247032E-1,1.287283897E0
2.047232153E0,3.631341457E-1,2.942121029E-1,9.096965790E-1
2.052263038E0,6.155477762E-1,3.527610302E-1,6.174087524E-1
2.057293924E0,7.542759180E-1,4.294562340E-1,4.289808273E-1
2.062324809E0,8.076310158E-1,4.769778252E-1,3.726596832E-1
2.067355694E0,8.082209826E-1,4.571504593E-1,4.243755341E-1
2.072386580E0,7.553408146E-1,3.843297958E-1,6.174716949E-1
2.077417465E0,6.723194122E-1,2.913494110E-1,9.185905457E-1
2.082448351E0,5.207260847E-1,2.347884178E-1,1.265781403E0
2.087479236E0,3.584020138E-1,1.847181320E-1,1.611663818E0
2.092510122E0,2.814748287E-1,1.924209595E-1,1.971063614E0
2.097541007E0,3.380711079E-1,1.944918633E-1,2.253637314E0
2.102571892E0,4.331662655E-1,1.612539291E-1,2.450357437E0
2.107602778E0,5.242863894E-1,9.675788879E-2,2.590357780E0
2.112633663E0,6.357028484E-1,1.479911804E-2,2.635762215E0
2.117664549E0,7.199147940E-1,-4.671192169E-2,2.577342987E0
2.122695434E0,7.439188957E-1,-9.747171402E-2,2.458323479E0
2.127726319E0,7.130669355E-1,-1.710093021E-1,2.293146133E0
2.132757205E0,7.039103508E-1,-2.816808224E-1,2.034189224E0
2.137788090E0,7.497293949E-1,-3.668889999E-1,1.729292870E0
2.142818976E0,8.358463049E-1,-4.597990513E-1,1.454895020E0
2.147849861E0,9.141035080E-1,-5.312550068E-1,1.182110786E0
2.152880747E0,9.314163923E-1,-6.284515858E-1,8.820858002E-1
2.157911632E0,9.207615852E-1,-6.789610386E-1,5.642137527E-1
2.162942517E0,9.059406519E-1,-7.252810001E-1,2.426242828E-1
2.167973403E0,8.913041353E-1,-7.620389462E-1,-8.288764954E-2
2.173004288E0,8.674137592E-1,-8.365285397E-1,-4.077825546E-1
2.178035174E0,8.198400736E-1,-9.480562210E-1,-7.562198639E-1
2.183066059E0,7.053679228E-1,-1.067271233E0,-1.051961422E0
2.188096944E0,5.717508793E-1,-1.145905972E0,-1.247573853E0
2.193127830E0,4.328335524E-1,-1.212513685E0,-1.371997833E0
2.198158715E0,2.976489067E-1,-1.281393766E0,-1.458818436E0
2.203189601E0,1.897050142E-1,-1.338254213E0,-1.531960487E0
2.208220486E0,1.228983402E-1,-1.378353834E0,-1.600972176E0
2.213251372E0,1.499024630E-1,-1.397135019E0,-1.627598286E0
2.218282257E0,2.372949123E-1,-1.380333662E0,-1.678845882E0
2.223313142E0,3.521775007E-1,-1.376030207E0,-1.706865788E0
2.228344028E0,3.711705208E-1,-1.384402037E0,-1.721282482E0
2.233374913E0,2.956318855E-1,-1.386714220E0,-1.741186619E0
2.238405799E0,1.889019012E-1,-1.340070486E0,-1.833535671E0
2.243436684E0,1.043148041E-1,-1.283024549E0,-1.878705502E0
2.248467569E0,1.343190670E-2,-1.206112146E0,-1.862464428E0
2.253498455E0,-1.216673851E-2,-1.109385967E0,-1.818365574E0
2.258529340E0,-3.524196148E-2,-1.007485867E0,-1.789271832E0
2.263560226E0,-9.459239244E-2,-9.053514004E-1,-1.755884647E0
2.268591111E0,-1.761361957E-1,-7.983934879E-1,-1.775410175E0
2.273621997E0,-2.513442636E-1,-6.725137234E-1,-1.852369785E0
2.278652882E0,-2.963164449E-1,-5.327143669E-1,-1.938765049E0
2.283683767E0,-3.208644986E-1,-4.316291809E-1,-2.034524441E0
2.288714653E0,-3.684833050E-1,-3.975970745E-1,-2.197019577E0
2.293745538E0,-4.584682584E-1,-4.346718788E-1,-2.407232285E0
2.298776424E0,-6.388291121E-1,-4.322104454E-1,-2.555409908E0
2.303807309E0,-8.191227317E-1,-3.661916256E-1,-2.617842197E0
2.308838194E0,-9.570196271E-1,-2.988803387E-1,-2.542089462E0
2.313869080E0,-9.962560534E-1,-2.926981449E-1,-2.404673576E0
2.318899965E0,-9.664869308E-1,-3.000595570E-1,-2.277186394E0
2.323930851E0,-9.161367416E-1,-3.022167683E-1,-2.135505676E0
2.328961736E0,-8.169637918E-1,-2.947094440E-1,-2.008172512E0
2.333992622E0,-6.692927480E-1,-2.588980198E-1,-1.842387676E0
2.339023507E0,-4.924737215E-1,-1.953060627E-1,-1.590242863E0
2.344054392E0,-3.389533758E-1,-1.425807476E-1,-1.356896400E0
2.349085278E0,-2.125478983E-1,-1.059758663E-1,-1.170828819E0
2.354116163E0,-3.100401163E-2,-7.146382332E-2,-1.041419506E0
2.359147049E0,2.401208878E-1,8.505344391E-3,-9.350876808E-1
2.364177934E0,5.257592797E-1,1.384935379E-1,-8.709774017E-1
2.369208819E0,7.844594717E-1,2.372021675E-1,-8.778185844E-1
2.374239705E0,9.269590378E-1,2.618780136E-1,-9.317803383E-1
2.379270590E0,9.972376823E-1,2.556710243E-1,-1.023260593E0
2.384301476E0,9.477177262E-1,2.190847397E-1,-1.128482819E0
2.389332361E0,8.352496028E-1,2.193551064E-1,-1.199682236E0
2.394363247E0,6.775580645E-1,2.613220215E-1,-1.155617714E0
2.399394132E0,4.823822379E-1,3.212108612E-1,-1.125468254E0
2.404425017E0,2.482417822E-1,3.992271423E-1,-1.128300667E0
2.409455903E0,6.004446745E-2,4.905991554E-1,-1.116190910E0
2.414486788E0,-4.474943876E-2,5.762586594E-1,-1.079600334E0
2.419517674E0,-1.240043044E-1,6.183691025E-1,-1.090411186E0
2.424548559E0,-2.204154730E-1,6.605625153E-1,-1.139251709E0
2.429579444E0,-2.618150115E-1,6.889424324E-1,-1.173727036E0
2.434610330E0,-2.335259616E-1,7.089028358E-1,-1.218074799E0
2.439641215E0,-8.249950409E-2,7.640643120E-1,-1.229607582E0
2.444672101E0,6.742125750E-2,8.212165833E-1,-1.160811424E0
2.449702986E0,2.123444676E-1,8.518934250E-1,-1.078927040E0
2.454733872E0,3.151231408E-1,8.800649643E-1,-1.031866074E0
2.459764757E0,3.622982502E-1,9.009814262E-1,-9.670691490E-1
2.464795642E0,4.070122242E-1,9.002585411E-1,-8.606867790E-1
2.469826528E0,4.113413095E-1,8.920712471E-1,-7.222843170E-1
2.474857413E0,4.086766839E-1,9.096908569E-1,-5.900440216E-1
2.479888299E0,3.604317307E-1,9.241685867E-1,-4.255781174E-1
2.484919184E0,2.852303386E-1,9.734182358E-1,-3.052015305E-1
2.489950069E0,1.968545318E-1,1.004712582E0,-1.904973984E-1
2.494980955E0,1.421576142E-1,1.008396626E0,-5.264091492E-2
2.500011840E0,1.435065866E-1,9.750585556E-1,1.657295227E-1
2.505042726E0,1.467130780E-1,9.143266678E-1,4.980077744E-1
2.510073611E0,7.385355234E-2,8.213515282E-1,8.581085205E-1
2.515104497E0,-9.487536550E-2,7.007813454E-1,1.241343498E0
2.520135382E0,-3.165168464E-1,5.761947632E-1,1.619194984E0
2.525166267E0,-5.237112641E-1,4.758610725E-1,2.006196976E0
2.530197153E0,-6.725705266E-1,4.229030609E-1,2.383504868E0
2.535228038E0,-7.616649270E-1,4.549598694E-1,2.722603798E0
2.540258924E0,-8.370078206E-1,5.904593468E-1,3.033235550E0
2.545289809E0,-9.487314224E-1,7.762880325E-1,3.243736267E0
2.550320694E0,-1.046925783E0,9.064502716E-1,3.268456459E0
2.555351580E0,-1.025263190E0,9.377031326E-1,3.117356300E0
2.560382465E0,-8.935655951E-1,8.605117798E-1,2.833853722E0
2.565413351E0,-6.961954236E-1,7.184815407E-1,2.499357224E0
2.570444236E0,-4.830938876E-1,5.839014053E-1,2.219045639E0
2.575475122E0,-3.763380051E-1,4.861574173E-1,1.935335159E0
2.580506007E0,-2.972902060E-1,2.493114471E-1,1.700581551E0
2.585536892E0,-4.719046354E-1,4.003205299E-1,1.552580833E0
2.590567778E0,-7.036836147E-1,8.003640175E-1,1.486150742E0
2.595598663E0,-4.185391665E-1,7.757563591E-1,1.194949150E0
2.600629549E0,5.231636763E-2,4.038295746E-1,9.566411972E-1
2.605660434E0,3.064640760E-1,5.830287933E-3,8.952980042E-1
2.610691319E0,3.310403824E-1,-2.171924114E-1,9.339399338E-1
2.615722205E0,9.033763409E-2,-2.895114422E-1,1.048347473E0
2.620753090E0,-2.840871215E-1,-3.075020313E-1,1.204981804E0
2.625783976E0,-5.991259217E-1,-3.341579437E-1,1.375267029E0
2.630814861E0,-8.105389476E-1,-3.413276672E-1,1.458903313E0
2.635845747E0,-8.938021064E-1,-3.628950119E-1,1.451338768E0
2.640876632E0,-8.628109097E-1,-3.607587814E-1,1.367050171E0
2.645907517E0,-7.798711658E-1,-3.256220818E-1,1.225362778E0
2.650938403E0,-6.405509114E-1,-2.671916485E-1,9.977493286E-1
2.655969288E0,-4.455011487E-1,-2.187883854E-1,7.703619003E-1
2.661000174E0,-2.629129887E-1,-1.466386318E-1,5.862035751E-1
2.666031059E0,-4.664039612E-2,-6.003022194E-2,4.595746994E-1
2.671061944E0,1.156688929E-1,7.915496826E-3,4.238452911E-1
2.676092830E0,1.653358936E-1,4.299640656E-2,4.741945267E-1
2.681123715E0,1.117401123E-1,3.077745438E-2,5.484600067E-1
2.686154601E0,3.190040588E-2,9.294509888E-3,6.275806427E-1
2.691185486E0,-6.342911720E-2,-3.620076180E-2,6.924915314E-1
2.696216372E0,-1.635776162E-1,-1.442136765E-1,7.527856827E-1
2.701247257E0,-2.816199064E-1,-3.101558685E-1,8.562412262E-1
2.706278142E0,-4.491387010E-1,-5.054748058E-1,9.596157074E-1
2.711309028E0,-5.882534385E-1,-6.204142570E-1,1.034141541E0
2.716339913E0,-6.698820591E-1,-6.741776466E-1,1.012852669E0
2.721370799E0,-7.136029005E-1,-6.618888378E-1,9.054298401E-1
2.726401684E0,-6.913428307E-1,-6.599166393E-1,7.741355896E-1
2.731432569E0,-6.460404396E-1,-6.488211155E-1,6.379718781E-1
2.736463455E0,-5.389827490E-1,-6.524438858E-1,4.920749664E-1
2.741494340E0,-4.032053351E-1,-7.182593346E-1,2.645883560E-1
2.746525226E0,-3.192388415E-1,-7.790372372E-1,-3.016376495E-2
2.751556111E0,-3.200104237E-1,-8.583903313E-1,-3.396244049E-1
2.756586997E0,-3.813127279E-1,-8.988122940E-1,-6.159849167E-1
2.761617882E0,-4.363759160E-1,-9.527919292E-1,-8.975095749E-1
2.766648767E0,-5.479601622E-1,-1.015119791E0,-1.188996792E0
2.771679653E0,-7.265144587E-1,-1.080827475E0,-1.461637497E0
2.776710538E0,-9.065662622E-1,-1.140217781E0,-1.748748302E0
2.781741424E0,-1.042108536E0,-1.183776379E0,-1.954473972E0
2.786772309E0,-1.178413630E0,-1.201857328E0,-2.107477665E0
2.791803194E0,-1.317237616E0,-1.228133202E0,-2.198096275E0
2.796834080E0,-1.460183740E0,-1.234127522E0,-2.259728432E0
2.801864965E0,-1.569863081E0,-1.220483303E0,-2.277832031E0
2.806895851E0,-1.556043386E0,-1.206829786E0,-2.252319336E0
2.811926736E0,-1.394900441E0,-1.174502850E0,-2.140136242E0
2.816957622E0,-1.171877623E0,-1.095609188E0,-1.974689007E0
2.821988507E0,-9.389314651E-1,-1.032926321E0,-1.827620029E0
2.827019392E0,-7.382228374E-1,-9.486906528E-1,-1.727444172E0
2.832050278E0,-5.877550244E-1,-8.959763050E-1,-1.697864532E0
2.837081163E0,-4.196363091E-1,-8.413872719E-1,-1.748325825E0
2.842112049E0,-2.432854623E-1,-7.798354626E-1,-1.797572613E0
2.847142934E0,-9.219661355E-2,-7.159440517E-1,-1.831343174E0
2.852173819E0,-2.848839760E-2,-6.683151722E-1,-1.935924053E0
2.857204705E0,-1.854830980E-2,-5.839984417E-1,-2.049197674E0
2.862235590E0,-9.763747454E-3,-4.769060612E-1,-2.133113384E0
2.867266476E0,3.130719066E-2,-3.323953152E-1,-2.168749332E0
2.872297361E0,7.071718574E-2,-1.787283421E-1,-2.175500870E0
2.877328247E0,7.443630695E-2,-6.806540489E-2,-2.158360958E0
2.882359132E0,1.471920907E-1,3.815245628E-2,-2.069659710E0
2.887390017E0,2.215528488E-1,9.733819962E-2,-2.053092480E0
2.892420903E0,2.592073381E-1,1.673166752E-1,-2.060896397E0
2.897451788E0,3.083011210E-1,2.484915257E-1,-1.935480595E0
2.902482674E0,3.307851553E-1,3.123936653E-1,-1.748883724E0
2.907513559E0,3.031352162E-1,3.637950420E-1,-1.534662247E0
2.912544444E0,2.456980944E-1,3.737120628E-1,-1.369250298E0
2.917575330E0,2.077655196E-1,3.563694954E-1,-1.233427048E0
2.922606215E0,1.623139679E-1,3.450326920E-1,-1.141463280E0
2.927637101E0,1.055571139E-1,3.395481110E-1,-1.031136990E0
2.932667986E0,3.792262077E-2,3.540081978E-1,-8.832845688E-1
2.937698872E0,-2.163469791E-2,4.073598385E-1,-7.648248672E-1
2.942729757E0,-1.070872545E-1,4.805603027E-1,-6.996459961E-1
2.947760642E0,-1.137706935E-1,6.021633148E-1,-5.967597961E-1
2.952791528E0,2.878168225E-2,6.957242489E-1,-4.275388718E-1
2.957822413E0,1.949400008E-1,7.995526791E-1,-2.398433685E-1
2.962853299E0,3.076132238E-1,8.753139973E-1,-5.276393890E-2
2.967884184E0,3.287154138E-1,8.939266205E-1,1.434535980E-1
2.972915069E0,3.063091338E-1,9.173388481E-1,3.536968231E-1
2.977945955E0,2.929092348E-1,8.878018856E-1,5.159654617E-1
2.982976840E0,2.930708528E-1,8.100488186E-1,6.112890244E-1
2.988007726E0,3.061778247E-1,7.370378971E-1,6.970472336E-1
2.993038611E0,3.080762923E-1,6.785702705E-1,7.301435471E-1
2.998069497E0,2.554758489E-1,6.543216705E-1,8.203859329E-1
3.003100382E0,2.681094408E-1,6.071686745E-1,9.388694763E-1
3.008131267E0,3.175787032E-1,5.230574608E-1,1.128455162E0
3.013162153E0,3.951762617E-1,3.685438633E-1,1.255149841E0
3.018193038E0,4.395590425E-1,1.866817474E-1,1.409886360E0
3.023223924E0,4.655786157E-1,3.470635414E-2,1.659597397E0
3.028254809E0,5.067920089E-1,-4.478001595E-2,1.946910858E0
3.033285694E0,4.198556542E-1,-5.221962929E-2,2.257553101E0
3.038316580E0,1.813682318E-1,-1.213455200E-2,2.606015205E0
3.043347465E0,-1.404154301E-1,7.485198975E-2,2.820291519E0
3.048378351E0,-4.915325344E-1,2.272591591E-1,2.905520439E0
3.053409236E0,-7.326629162E-1,3.730640411E-1,2.861956596E0
3.058440122E0,-7.549297810E-1,5.027303696E-1,2.752006531E0
3.063471007E0,-6.227987409E-1,6.120131016E-1,2.566126823E0
3.068501892E0,-4.296430349E-1,7.205128670E-1,2.404777527E0
3.073532778E0,-2.778435647E-1,8.384842873E-1,2.262954712E0
3.078563663E0,-1.354918182E-1,9.757833481E-1,2.183605194E0
3.083594549E0,-8.152246475E-3,1.132449627E0,2.195318222E0
3.088625434E0,9.433415532E-2,1.265551567E0,2.235768318E0
3.093656319E0,2.150791287E-1,1.360671997E0,2.319309235E0
3.098687205E0,3.448787928E-1,1.336437702E0,2.484184265E0
3.103718090E0,4.268985391E-1,1.255039692E0,2.644268036E0
3.108748976E0,4.719321728E-1,1.125828266E0,2.809210777E0
3.113779861E0,5.244303942E-1,9.725329876E-1,2.955142021E0
3.118810747E0,6.096603870E-1,8.044917583E-1,3.101240158E0
3.123841632E0,6.431038976E-1,6.167869568E-1,3.223556519E0
3.128872517E0,6.023206711E-1,4.045300484E-1,3.317290306E0
3.133903403E0,5.503354669E-1,1.865086555E-1,3.358645439E0
3.138934288E0,4.732938409E-1,3.443336487E-2,3.371549606E0
3.143965174E0,4.524513483E-1,-1.333479881E-1,3.375254631E0
3.148996059E0,4.303730130E-1,-2.547328472E-1,3.345875740E0
3.154026944E0,4.024580717E-1,-3.540775776E-1,3.288356781E0
3.159057830E0,3.595784307E-1,-4.605307579E-1,3.174171448E0
3.164088715E0,3.210392594E-1,-5.266981125E-1,2.979649544E0
3.169119601E0,3.723401427E-1,-5.861976147E-1,2.719341278E0
3.174150486E0,4.978541136E-1,-5.861284733E-1,2.407672882E0
3.179181372E0,6.816011667E-1,-5.788033009E-1,2.145114899E0
3.184212257E0,8.601145744E-1,-5.783517361E-1,1.898148537E0
3.189243142E0,1.004148722E0,-6.181437969E-1,1.647645950E0
3.194274028E0,1.176031828E0,-6.790535450E-1,1.407978058E0
3.199304913E0,1.389928579E0,-7.611150742E-1,1.203078270E0
3.204335799E0,1.612381577E0,-8.500311375E-1,9.946861267E-1
3.209366684E0,1.819717646E0,-9.408936501E-1,7.588539124E-1
3.214397569E0,1.940969944E0,-1.024116039E0,4.860143661E-1
3.219428455E0,1.972138524E0,-1.094694853E0,1.617584229E-1
3.224459340E0,1.990604639E0,-1.152317047E0,-2.044439316E-1
3.229490226E0,1.958257914E0,-1.210790396E0,-5.840578079E-1
3.234521111E0,1.874970913E0,-1.231364012E0,-9.533376694E-1
3.239551997E0,1.740563869E0,-1.251681089E0,-1.360353470E0
3.244582882E0,1.598090410E0,-1.237722397E0,-1.762246132E0
3.249613767E0,1.509346962E0,-1.246262550E0,-2.173618793E0
3.254644653E0,1.459153414E0,-1.247807264E0,-2.527812004E0
3.259675538E0,1.398743868E0,-1.275066376E0,-2.806077480E0
3.264706424E0,1.251131654E0,-1.289183140E0,-3.042243481E0
3.269737309E0,1.040111303E0,-1.294565678E0,-3.188749790E0
3.274768194E0,7.894577980E-1,-1.243126392E0,-3.231534958E0
3.279799080E0,5.515235662E-1,-1.197101593E0,-3.137295246E0
3.284829965E0,3.072912097E-1,-1.151848078E0,-3.035292149E0
3.289860851E0,7.183456421E-2,-1.155492306E0,-2.920675755E0
3.294891736E0,-1.394717693E-1,-1.170374155E0,-2.783682346E0
3.299922622E0,-2.969813645E-1,-1.196943521E0,-2.571613312E0
3.304953507E0,-3.573113680E-1,-1.221794128E0,-2.293749809E0
3.309984392E0,-4.444806576E-1,-1.226422787E0,-2.050343990E0
3.315015278E0,-6.199571490E-1,-1.221315861E0,-1.874455929E0
3.320046163E0,-7.781445980E-1,-1.207247972E0,-1.756099224E0
3.325077049E0,-9.095450640E-1,-1.175194025E0,-1.714071274E0
3.330107934E0,-1.000602961E0,-1.120644569E0,-1.705066681E0
3.335138819E0,-1.105354667E0,-1.010206223E0,-1.719369888E0
3.340169705E0,-1.177502394E0,-8.821647167E-1,-1.737761021E0
3.345200590E0,-1.213559508E0,-7.651383877E-1,-1.812812328E0
3.350231476E0,-1.176169872E0,-6.397492886E-1,-1.882355213E0
3.355262361E0,-1.070587873E0,-5.059211254E-1,-1.960775852E0
3.360293247E0,-9.254768491E-1,-3.490035534E-1,-1.976496220E0
3.365324132E0,-7.689331770E-1,-1.930055618E-1,-1.982210636E0
3.370355017E0,-6.673653126E-1,-6.169390678E-2,-1.968458652E0
3.375385903E0,-5.913828611E-1,6.901478767E-2,-1.949701786E0
3.380416788E0,-5.213677287E-1,1.656997204E-1,-1.902081966E0
3.385447674E0,-4.617887735E-1,2.620186806E-1,-1.835275173E0
3.390478559E0,-4.364610016E-1,3.532893658E-1,-1.763700008E0
3.395509444E0,-3.830115497E-1,4.396142960E-1,-1.692191601E0
3.400540330E0,-3.252652884E-1,4.970009327E-1,-1.563339233E0
3.405571215E0,-1.962420195E-1,5.827732086E-1,-1.401092529E0
3.410602101E0,-2.451360226E-2,6.823399067E-1,-1.281923294E0
3.415632986E0,1.281674504E-1,7.955284119E-1,-1.157907963E0
3.420663872E0,2.811286449E-1,9.125978947E-1,-1.062462330E0
3.425694757E0,4.536700547E-1,1.019089222E0,-1.009846210E0
3.430725642E0,6.172658205E-1,1.115283728E0,-1.038372517E0
3.435756528E0,7.290048599E-1,1.191956520E0,-1.119380474E0
3.440787413E0,7.793232203E-1,1.259263754E0,-1.176539421E0
3.445818299E0,7.871525288E-1,1.293646574E0,-1.224360466E0
3.450849184E0,6.855853796E-1,1.262079000E0,-1.258255959E0
3.455880069E0,4.891780317E-1,1.198297262E0,-1.263981819E0
3.460910955E0,2.128811479E-1,1.083548307E0,-1.299131393E0
3.465941840E0,-4.764541984E-2,9.802942276E-1,-1.253788948E0
3.470972726E0,-2.449652404E-1,9.124543667E-1,-1.118504047E0
3.476003611E0,-3.272502422E-1,8.418371677E-1,-9.555792809E-1
3.481034497E0,-3.713829219E-1,7.443971634E-1,-7.458534241E-1
3.486065382E0,-3.867633343E-1,6.245267391E-1,-5.226812363E-1
3.491096267E0,-4.014568627E-1,5.151975155E-1,-3.528146744E-1
3.496127153E0,-4.054528773E-1,4.494755268E-1,-2.121171951E-1
3.501158038E0,-3.796900213E-1,4.699900150E-1,-3.822803497E-2
3.506188924E0,-3.204394579E-1,5.333325863E-1,1.833114624E-1
3.511219809E0,-2.046409994E-1,5.579524040E-1,3.617143631E-1
3.516250694E0,-5.695214868E-2,5.435969830E-1,4.972085953E-1
3.521281580E0,1.508924663E-1,5.284631252E-1,5.803575516E-1
3.526312465E0,3.425482810E-1,5.077877045E-1,6.542463303E-1
3.531343351E0,5.276733637E-1,4.484252930E-1,7.091817856E-1
3.536374236E0,6.679256558E-1,3.410868645E-1,7.690067291E-1
3.541405122E0,7.012014389E-1,2.195942402E-1,8.288097382E-1
3.546436007E0,5.372639894E-1,1.129975319E-1,9.362382889E-1
3.551466892E0,2.246039212E-1,-2.506256104E-3,1.048117638E0
3.556497778E0,-1.688348949E-1,-1.075949669E-1,1.145197868E0
3.561528663E0,-5.990087986E-1,-1.734988689E-1,1.236977577E0
3.566559549E0,-1.069988966E0,-1.573832035E-1,1.318712234E0
3.571590434E0,-1.533499479E0,-8.355903625E-2,1.361830711E0
3.576621319E0,-1.827706337E0,-4.858493805E-3,1.404745102E0
3.581652205E0,-1.849990845E0,5.931615829E-2,1.466818810E0
3.586683090E0,-1.560540318E0,8.535933495E-2,1.524138451E0
3.591713976E0,-1.072056055E0,8.788418770E-2,1.524140358E0
3.596744861E0,-5.339373350E-1,1.006083488E-1,1.538610458E0
3.601775747E0,-4.641962051E-2,1.999115944E-1,1.615424156E0
3.606806632E0,4.824231267E-1,3.376772404E-1,1.740223885E0
3.611837517E0,1.011027813E0,4.371521473E-1,1.850829124E0
3.616868403E0,1.445432663E0,4.552884102E-1,1.899412155E0
3.621899288E0,1.764013886E0,4.640293121E-1,1.881113052E0
3.626930174E0,1.849755526E0,4.541218281E-1,1.833979607E0
3.631961059E0,1.709663391E0,4.497292042E-1,1.762563705E0
3.636991944E0,1.427340031E0,4.274797440E-1,1.637770653E0
3.642022830E0,1.013833642E0,3.638362885E-1,1.511967659E0
3.647053715E0,4.653562307E-1,2.400219440E-1,1.337104797E0
3.652084601E0,-1.603295207E-1,8.036518097E-2,1.146544456E0
3.657115486E0,-7.537267208E-1,-3.349232674E-2,9.545869827E-1
3.662146372E0,-1.277648211E0,-1.013853550E-1,7.612638474E-1
3.667177257E0,-1.733777642E0,-1.327269077E-1,6.144914627E-1
3.672208142E0,-2.114344120E0,-1.609425545E-1,5.287084579E-1
3.677239028E0,-2.377986431E0,-2.007217407E-1,4.850206375E-1
3.682269913E0,-2.531392097E0,-2.475199699E-1,5.219030380E-1
3.687300799E0,-2.609914303E0,-2.972157001E-1,6.109733582E-1
3.692331684E0,-2.591130257E0,-3.314087391E-1,8.194952011E-1
3.697362569E0,-2.481467724E0,-3.365688324E-1,1.095106125E0
3.702393455E0,-2.343811274E0,-3.187193871E-1,1.447752953E0
3.707424340E0,-2.173224926E0,-2.790873051E-1,1.806000710E0
3.712455226E0,-1.935251236E0,-2.477016449E-1,2.098492622E0
3.717486111E0,-1.623960257E0,-1.874649525E-1,2.383002281E0
3.722516997E0,-1.190272331E0,-1.424539089E-1,2.607160568E0
3.727547882E0,-7.522636056E-1,-8.940482140E-2,2.675498009E0
3.732578767E0,-4.091784954E-1,-3.839421272E-2,2.640885353E0
3.737609653E0,-1.313134432E-1,-1.826620102E-2,2.474741936E0
3.742640538E0,8.197218180E-2,-4.869461060E-3,2.148431778E0
3.747671424E0,2.496673465E-1,1.198911667E-2,1.748052597E0
3.752702309E0,3.851482272E-1,5.241060257E-2,1.283012390E0
3.757733194E0,5.402071476E-1,1.081151962E-1,7.577915192E-1
3.762764080E0,7.377869487E-1,1.853811741E-1,2.150516510E-1
3.767794965E0,9.104347825E-1,2.185409069E-1,-2.643222809E-1
3.772825851E0,1.044035673E0,2.089190483E-1,-7.143659592E-1
3.777856736E0,1.081880093E0,1.481328011E-1,-1.135583878E0
3.782887622E0,1.010820031E0,8.348941803E-3,-1.485362053E0
3.787918507E0,8.463902473E-1,-1.809129715E-1,-1.811981201E0
3.792949392E0,6.327436566E-1,-4.144113064E-1,-2.096581936E0
3.797980278E0,3.993537426E-1,-6.295702457E-1,-2.315502644E0
3.803011163E0,1.705042720E-1,-8.453354836E-1,-2.459371567E0
